origem,id_origem,pessoa_id
app,usr_5d5e7f3b,PES-01110
app,usr_c26dff95,PES-00910
app,usr_d8360df2,PES-01520
app,usr_1fbbbd5c,PES-04757
loja,Loja Centro#221,PES-04006
crm,102325,PES-00198
crm,102326,PES-03747
app,usr_8427134c,PES-02832
app,usr_ac749d36,PES-03729
app,usr_1dd156de,PES-04491
crm,102327,PES-01181
app,usr_2bac19a9,PES-00451
crm,102328,PES-04773
crm,102329,PES-04098
crm,102330,PES-02840
app,usr_df1baa4c,PES-00300
crm,102331,PES-00871
crm,102332,PES-00052
crm,102333,PES-05888
crm,102334,PES-00862
app,usr_ee3268c5,PES-00717
crm,102335,PES-02009
crm,102336,PES-01875
crm,102337,PES-04633
crm,102338,PES-02594
app,usr_11e6865d,PES-04705
app,usr_679049f4,PES-00377
crm,102339,PES-05140
app,usr_79f2a1da,PES-02625
crm,102340,PES-02683
app,usr_5d947ca8,PES-04711
loja,Loja Bairro#210,PES-02741
crm,102341,PES-00770
crm,102342,PES-03866
loja,Loja Centro#222,PES-00527
crm,102343,PES-00804
crm,102344,PES-05027
crm,102345,PES-03911
crm,102346,PES-04515
crm,102347,PES-00185
crm,102348,PES-00696
crm,102349,PES-02654
crm,102350,PES-00690
crm,102351,PES-00505
app,usr_d8ca490a,PES-05541
app,usr_33a30f53,PES-04977
crm,102352,PES-05385
crm,102353,PES-03903
crm,102354,PES-02649
crm,102355,PES-02130
crm,102356,PES-04826
app,usr_3211822d,PES-02051
app,usr_a3a5d24d,PES-03499
app,usr_4e3d140a,PES-01990
crm,102357,PES-02138
loja,Loja Shopping#212,PES-04539
app,usr_2f7e1403,PES-05503
app,usr_2334c9a4,PES-01024
crm,102358,PES-05053
crm,102359,PES-02219
app,usr_465d107a,PES-02886
loja,Loja Bairro#211,PES-00288
loja,Loja Shopping#213,PES-03888
crm,102360,PES-00972
app,usr_fd90fcc7,PES-03160
crm,102361,PES-03359
crm,102362,PES-05751
crm,102363,PES-01570
crm,102364,PES-04591
app,usr_14224eee,PES-03012
crm,102365,PES-01706
app,usr_211b8049,PES-00111
app,usr_20f9aad3,PES-03009
app,usr_105cd4e4,PES-04385
loja,Loja Bairro#212,PES-01728
crm,102366,PES-00457
crm,102367,PES-00698
app,usr_05c68176,PES-04038
loja,Loja Centro#223,PES-05527
loja,Loja Centro#224,PES-01582
crm,102368,PES-01131
app,usr_15c36d4f,PES-00597
loja,Loja Shopping#214,PES-04537
app,usr_87b29217,PES-02802
crm,102369,PES-05551
loja,Loja Shopping#215,PES-00456
loja,Loja Shopping#216,PES-05657
app,usr_931a195f,PES-01784
crm,102370,PES-03626
crm,102371,PES-01308
app,usr_d407e2b3,PES-03550
crm,102372,PES-04562
crm,102373,PES-05505
crm,102374,PES-02847
app,usr_f9f6b5b9,PES-01665
crm,102375,PES-02085
loja,Loja Shopping#217,PES-05449
loja,Loja Shopping#218,PES-01016
crm,102376,PES-01187
app,usr_eddda036,PES-01286
app,usr_2e3966f1,PES-00413
crm,102377,PES-03235
crm,102378,PES-00863
crm,102379,PES-03703
loja,Loja Centro#225,PES-02259
app,usr_9febf5fd,PES-05634
app,usr_77abd067,PES-05420
crm,102380,PES-05232
app,usr_8187019e,PES-03920
app,usr_3f99aa87,PES-00542
crm,102381,PES-01973
crm,102382,PES-05296
crm,102383,PES-00208
app,usr_f7743ce7,PES-02021
crm,102384,PES-04692
crm,102385,PES-05023
crm,102386,PES-03856
loja,Loja Bairro#213,PES-05870
loja,Loja Shopping#219,PES-03832
crm,102387,PES-02169
loja,Loja Centro#226,PES-05289
app,usr_e228e523,PES-05711
crm,102388,PES-02109
app,usr_ced07de6,PES-02623
crm,102389,PES-00642
app,usr_d335d66a,PES-03124
crm,102390,PES-04084
app,usr_714a0b36,PES-00785
app,usr_d34e1304,PES-05607
crm,102391,PES-03971
crm,102392,PES-00003
app,usr_845d28d2,PES-03243
crm,102393,PES-03239
crm,102394,PES-05593
crm,102395,PES-01725
app,usr_762947cd,PES-03044
app,usr_a89f4032,PES-00446
app,usr_84c432d9,PES-03846
crm,102396,PES-04053
crm,102397,PES-05715
loja,Loja Centro#227,PES-03945
app,usr_c9d87e4d,PES-00510
app,usr_840683b7,PES-04011
crm,102398,PES-02970
crm,102399,PES-01768
crm,102400,PES-04757
crm,102401,PES-01788
loja,Loja Shopping#220,PES-00434
loja,Loja Centro#228,PES-02029
crm,102402,PES-02404
app,usr_232e2000,PES-04839
loja,Loja Shopping#221,PES-00407
loja,Loja Centro#229,PES-03546
crm,102403,PES-03181
crm,102404,PES-00600
app,usr_3b140f22,PES-02533
crm,102405,PES-02787
crm,102406,PES-04664
app,usr_f57d4a77,PES-02737
crm,102407,PES-02080
app,usr_a57222b5,PES-03591
app,usr_7fdac82f,PES-00253
crm,102408,PES-01387
crm,102409,PES-04850
app,usr_0f4da6cf,PES-00568
crm,102410,PES-05916
app,usr_2b285cc4,PES-00441
crm,102411,PES-05688
app,usr_4c2aa267,PES-03527
crm,102412,PES-03086
crm,102413,PES-00694
crm,102414,PES-00452
crm,102415,PES-01426
app,usr_321e4166,PES-01481
crm,102416,PES-00048
crm,102417,PES-05131
crm,102418,PES-04416
crm,102419,PES-01796
crm,102420,PES-05641
app,usr_d19837d2,PES-02188
app,usr_68b1b689,PES-05353
loja,Loja Centro#230,PES-05536
loja,Loja Centro#231,PES-01518
crm,102421,PES-03637
app,usr_e0f7948e,PES-03537
app,usr_be12ae4a,PES-03806
app,usr_7a80ecd7,PES-04367
app,usr_60a6c6f1,PES-01982
crm,102422,PES-02773
crm,102423,PES-05931
crm,102424,PES-04407
crm,102425,PES-04578
loja,Loja Centro#232,PES-04958
app,usr_ba1348e9,PES-02337
crm,102426,PES-04895
loja,Loja Shopping#222,PES-00007
loja,Loja Bairro#214,PES-05226
crm,102427,PES-04143
loja,Loja Centro#233,PES-01667
crm,102428,PES-02093
crm,102429,PES-03521
crm,102430,PES-04739
crm,102431,PES-04559
crm,102432,PES-03772
app,usr_54cbecff,PES-04461
crm,102433,PES-05834
crm,102434,PES-05711
app,usr_819da8bd,PES-05033
loja,Loja Bairro#215,PES-02892
loja,Loja Bairro#216,PES-04404
app,usr_e52ac1b9,PES-01867
app,usr_f3cd5c94,PES-04407
app,usr_c729aa95,PES-05024
app,usr_bfc6590d,PES-02816
app,usr_4c99aa20,PES-05918
app,usr_8f9fcddd,PES-00201
app,usr_69238d8e,PES-02341
crm,102435,PES-01393
crm,102436,PES-00564
app,usr_f31a6c35,PES-05746
crm,102437,PES-05395
crm,102438,PES-03110
loja,Loja Centro#234,PES-05634
crm,102439,PES-00360
crm,102440,PES-00604
app,usr_faca5b77,PES-04527
app,usr_718e1498,PES-03548
crm,102441,PES-03580
app,usr_e3fc9384,PES-04095
crm,102442,PES-05828
crm,102443,PES-02012
crm,102444,PES-00345
app,usr_89a3a03a,PES-01733
crm,102445,PES-01901
app,usr_7b94208c,PES-03132
app,usr_49248cfc,PES-02893
crm,102446,PES-00265
app,usr_ad2b08ed,PES-01762
crm,102447,PES-03923
crm,102448,PES-00138
app,usr_e18e6de8,PES-01174
crm,102449,PES-03464
crm,102450,PES-00015
crm,102451,PES-03767
crm,102452,PES-03348
app,usr_7427f1c9,PES-02665
crm,102453,PES-01963
crm,102454,PES-01401
crm,102455,PES-03912
crm,102456,PES-05229
crm,102457,PES-03880
loja,Loja Shopping#223,PES-04672
crm,102458,PES-04747
loja,Loja Shopping#224,PES-05238
app,usr_7960500b,PES-04203
loja,Loja Shopping#225,PES-00137
crm,102459,PES-04462
crm,102460,PES-00105
app,usr_f327b039,PES-03456
loja,Loja Centro#235,PES-00016
app,usr_803f6a28,PES-04961
crm,102461,PES-05915
crm,102462,PES-03400
loja,Loja Centro#236,PES-03649
crm,102463,PES-01604
app,usr_ffd2b242,PES-04733
crm,102464,PES-03825
app,usr_6358d6b3,PES-00945
crm,102465,PES-01237
crm,102466,PES-01915
app,usr_81d42832,PES-00379
loja,Loja Bairro#217,PES-03300
app,usr_2faaa196,PES-01850
app,usr_0023e9fb,PES-03167
app,usr_a6f4a22f,PES-04654
crm,102467,PES-05705
crm,102468,PES-03855
crm,102469,PES-01927
crm,102470,PES-05481
crm,102471,PES-03900
crm,102472,PES-03966
loja,Loja Bairro#218,PES-03139
crm,102473,PES-05887
crm,102474,PES-01443
crm,102475,PES-03028
loja,Loja Centro#237,PES-01638
crm,102476,PES-05371
crm,102477,PES-04968
app,usr_9867aa6f,PES-03086
app,usr_4ae64518,PES-02411
app,usr_fea060b2,PES-01624
app,usr_05957986,PES-03483
crm,102478,PES-04454
crm,102479,PES-00587
crm,102480,PES-01281
crm,102481,PES-02789
app,usr_f60f01c1,PES-00348
crm,102482,PES-02361
crm,102483,PES-02607
crm,102484,PES-00529
crm,102485,PES-00598
crm,102486,PES-03458
crm,102487,PES-05352
loja,Loja Shopping#226,PES-03451
loja,Loja Shopping#227,PES-01719
crm,102488,PES-04754
crm,102489,PES-02741
app,usr_10d1f169,PES-00879
crm,102490,PES-05975
app,usr_b27acd07,PES-02464
app,usr_c930fd3c,PES-00485
app,usr_819033b5,PES-01594
crm,102491,PES-01280
crm,102492,PES-00070
crm,102493,PES-04880
crm,102494,PES-01356
app,usr_8d225b65,PES-02968
crm,102495,PES-01773
loja,Loja Bairro#219,PES-05791
crm,102496,PES-00858
crm,102497,PES-01001
app,usr_28a92833,PES-04204
app,usr_67bd7851,PES-05772
loja,Loja Bairro#220,PES-00955
crm,102498,PES-01886
app,usr_aa411ce9,PES-04827
crm,102499,PES-03388
crm,102500,PES-02977
app,usr_6e47fecd,PES-01383
app,usr_367b5fa5,PES-00817
app,usr_bcb5e801,PES-03084
app,usr_53a298d7,PES-04447
crm,102501,PES-04363
app,usr_cc4283b0,PES-05094
app,usr_2ec2f62a,PES-03585
loja,Loja Shopping#228,PES-02367
app,usr_65426be7,PES-00689
crm,102502,PES-01808
loja,Loja Centro#238,PES-03750
loja,Loja Bairro#221,PES-03773
crm,102503,PES-00848
crm,102504,PES-04568
crm,102505,PES-05677
loja,Loja Centro#239,PES-03742
crm,102506,PES-04109
crm,102507,PES-02365
crm,102508,PES-02929
crm,102509,PES-05284
crm,102510,PES-01262
crm,102511,PES-00503
crm,102512,PES-04563
app,usr_e2e982cd,PES-01873
crm,102513,PES-00825
app,usr_3e5ef1b3,PES-01582
crm,102514,PES-02092
crm,102515,PES-00414
app,usr_6715a57c,PES-04333
crm,102516,PES-02289
crm,102517,PES-05599
crm,102518,PES-02432
app,usr_70a52d0f,PES-00280
crm,102519,PES-02269
crm,102520,PES-01214
crm,102521,PES-05598
crm,102522,PES-00353
app,usr_04a416a1,PES-04949
loja,Loja Centro#240,PES-03457
app,usr_e62e3540,PES-01732
app,usr_0689a060,PES-03961
crm,102523,PES-03784
loja,Loja Bairro#222,PES-00560
crm,102524,PES-04184
app,usr_f9844eed,PES-04875
crm,102525,PES-01508
crm,102526,PES-01881
app,usr_8381e74c,PES-04691
app,usr_ccc61e93,PES-05434
crm,102527,PES-04765
app,usr_6833a543,PES-03405
crm,102528,PES-00708
crm,102529,PES-05381
app,usr_85d402ac,PES-00158
loja,Loja Centro#241,PES-04914
crm,102530,PES-02435
loja,Loja Shopping#229,PES-05237
app,usr_858e1ddc,PES-05555
crm,102531,PES-03328
app,usr_a34536c6,PES-05276
crm,102532,PES-05300
app,usr_c02f9e63,PES-05963
app,usr_6869ced0,PES-02499
crm,102533,PES-01904
crm,102534,PES-00565
loja,Loja Shopping#230,PES-03156
crm,102535,PES-01831
loja,Loja Centro#242,PES-02742
app,usr_9d693c33,PES-00354
crm,102536,PES-03502
app,usr_15dd2586,PES-01402
crm,102537,PES-05758
crm,102538,PES-05893
crm,102539,PES-05927
app,usr_ee541bd2,PES-00415
crm,102540,PES-01879
loja,Loja Centro#243,PES-05022
crm,102541,PES-02228
crm,102542,PES-03714
app,usr_776a3d56,PES-03743
crm,102543,PES-01943
crm,102544,PES-03592
crm,102545,PES-02215
crm,102546,PES-05195
crm,102547,PES-02630
crm,102548,PES-04952
crm,102549,PES-03700
crm,102550,PES-03765
crm,102551,PES-02072
crm,102552,PES-00337
app,usr_7c271ee8,PES-00408
crm,102553,PES-01098
app,usr_068a6d17,PES-04507
app,usr_b86cffd7,PES-03413
app,usr_12925627,PES-02861
loja,Loja Bairro#223,PES-05110
app,usr_0117bc13,PES-04834
app,usr_4f75b0f8,PES-01422
app,usr_8853620c,PES-05739
loja,Loja Bairro#224,PES-00250
crm,102554,PES-01952
crm,102555,PES-02303
app,usr_0bc6eb58,PES-04746
loja,Loja Bairro#225,PES-02264
app,usr_21ce7552,PES-02144
crm,102556,PES-00180
crm,102557,PES-04976
crm,102558,PES-01344
app,usr_f24f40dd,PES-02932
crm,102559,PES-02820
app,usr_8f164da3,PES-02331
app,usr_05dfb1e7,PES-00301
crm,102560,PES-00407
app,usr_8fc646fa,PES-02739
loja,Loja Bairro#226,PES-02139
crm,102561,PES-03570
crm,102562,PES-05796
crm,102563,PES-00010
app,usr_5c1c3664,PES-02606
app,usr_0d78e925,PES-05169
crm,102564,PES-01042
app,usr_41873d94,PES-03164
crm,102565,PES-02232
app,usr_e9a52c79,PES-03387
loja,Loja Shopping#231,PES-05318
crm,102566,PES-02455
crm,102567,PES-00837
app,usr_1fb5fa0c,PES-03286
loja,Loja Bairro#227,PES-01017
crm,102568,PES-05483
crm,102569,PES-04555
app,usr_bcd64bd5,PES-04951
crm,102570,PES-03395
app,usr_ef872029,PES-02803
crm,102571,PES-01720
loja,Loja Bairro#228,PES-04242
crm,102572,PES-04221
crm,102573,PES-04779
crm,102574,PES-02317
crm,102575,PES-03362
crm,102576,PES-05408
loja,Loja Shopping#232,PES-02155
crm,102577,PES-05022
crm,102578,PES-02818
crm,102579,PES-02166
crm,102580,PES-01264
app,usr_4f4edec8,PES-04559
crm,102581,PES-04907
crm,102582,PES-01354
app,usr_99397e0c,PES-03101
crm,102583,PES-01452
crm,102584,PES-01804
app,usr_fe4062d5,PES-02548
crm,102585,PES-01153
loja,Loja Centro#244,PES-00611
crm,102586,PES-00777
crm,102587,PES-03832
crm,102588,PES-00760
loja,Loja Centro#245,PES-02089
crm,102589,PES-03463
app,usr_e0ffc95b,PES-04325
crm,102590,PES-00528
crm,102591,PES-05884
loja,Loja Shopping#233,PES-00426
crm,102592,PES-01464
crm,102593,PES-03963
crm,102594,PES-00547
loja,Loja Centro#246,PES-02629
crm,102595,PES-04317
loja,Loja Centro#247,PES-02654
app,usr_58769102,PES-03227
crm,102596,PES-05485
loja,Loja Shopping#234,PES-04215
app,usr_cdd65260,PES-02630
app,usr_9bd8bdf1,PES-03646
crm,102597,PES-00905
crm,102598,PES-01480
app,usr_bf105d02,PES-03510
crm,102599,PES-02578
crm,102600,PES-05317
crm,102601,PES-04909
crm,102602,PES-02784
crm,102603,PES-02899
crm,102604,PES-03101
crm,102605,PES-03526
crm,102606,PES-04064
loja,Loja Bairro#229,PES-03949
loja,Loja Centro#248,PES-01071
crm,102607,PES-00849
app,usr_769844b0,PES-05315
crm,102608,PES-01574
app,usr_50499c75,PES-05376
crm,102609,PES-01095
crm,102610,PES-03967
crm,102611,PES-05133
loja,Loja Shopping#235,PES-04460
crm,102612,PES-04594
crm,102613,PES-01049
crm,102614,PES-00615
app,usr_e4a0ac6d,PES-00578
crm,102615,PES-00319
crm,102616,PES-03780
app,usr_515a1dd3,PES-00559
crm,102617,PES-01035
crm,102618,PES-00722
loja,Loja Bairro#230,PES-01515
app,usr_51d81b6e,PES-01236
crm,102619,PES-04536
crm,102620,PES-05204
crm,102621,PES-02826
app,usr_eda8b08d,PES-04337
app,usr_bdbd41c9,PES-02231
crm,102622,PES-01475
crm,102623,PES-00535
crm,102624,PES-04420
crm,102625,PES-04624
crm,102626,PES-04041
crm,102627,PES-03621
loja,Loja Bairro#231,PES-03264
crm,102628,PES-02468
crm,102629,PES-01044
crm,102630,PES-02922
loja,Loja Centro#249,PES-01552
app,usr_64e430e7,PES-03238
crm,102631,PES-02284
loja,Loja Bairro#232,PES-03025
crm,102632,PES-01331
crm,102633,PES-05472
crm,102634,PES-01183
app,usr_d01a153c,PES-05528
app,usr_1d3a6283,PES-04742
app,usr_179f0824,PES-04713
app,usr_e8d30917,PES-02879
app,usr_8531de94,PES-01480
crm,102635,PES-04716
crm,102636,PES-05970
loja,Loja Centro#250,PES-00563
crm,102637,PES-03822
app,usr_fe4c83e1,PES-04257
crm,102638,PES-05356
crm,102639,PES-04660
crm,102640,PES-00022
crm,102641,PES-04697
loja,Loja Shopping#236,PES-02744
app,usr_354ff106,PES-01132
crm,102642,PES-04017
app,usr_f901ca44,PES-03596
crm,102643,PES-01002
loja,Loja Bairro#233,PES-03532
crm,102644,PES-00841
app,usr_894c8b33,PES-02240
crm,102645,PES-02446
crm,102646,PES-02605
crm,102647,PES-05159
crm,102648,PES-04063
app,usr_38c926c4,PES-00586
crm,102649,PES-05969
loja,Loja Bairro#234,PES-05876
app,usr_503d8d4b,PES-00312
crm,102650,PES-01993
app,usr_767e0158,PES-05525
crm,102651,PES-00768
crm,102652,PES-01310
crm,102653,PES-01220
app,usr_598604ad,PES-03017
crm,102654,PES-00064
crm,102655,PES-04223
crm,102656,PES-05625
crm,102657,PES-03113
crm,102658,PES-00928
crm,102659,PES-04999
crm,102660,PES-05652
crm,102661,PES-00297
crm,102662,PES-02158
loja,Loja Bairro#235,PES-05747
crm,102663,PES-04190
loja,Loja Bairro#236,PES-05722
crm,102664,PES-03965
app,usr_83cede46,PES-01412
crm,102665,PES-00286
app,usr_5d54c413,PES-00094
crm,102666,PES-02523
crm,102667,PES-02002
app,usr_23e9ca8e,PES-03551
crm,102668,PES-02552
app,usr_00bef63a,PES-05360
crm,102669,PES-03335
loja,Loja Shopping#237,PES-04767
loja,Loja Bairro#237,PES-04947
crm,102670,PES-01985
crm,102671,PES-00366
app,usr_f983211d,PES-01555
app,usr_ae6c22df,PES-03773
app,usr_70ba3030,PES-04049
crm,102672,PES-02667
app,usr_d43177b5,PES-00237
crm,102673,PES-03164
crm,102674,PES-02467
crm,102675,PES-04651
crm,102676,PES-04740
crm,102677,PES-04530
app,usr_f53df7bc,PES-05674
crm,102678,PES-00024
app,usr_5045fbc9,PES-03923
crm,102679,PES-05729
app,usr_885cc030,PES-03666
app,usr_69b461f8,PES-02972
crm,102680,PES-01313
app,usr_0bb15c01,PES-05439
crm,102681,PES-03519
app,usr_cad0d470,PES-04885
app,usr_2cab19ec,PES-04412
crm,102682,PES-03547
crm,102683,PES-05336
crm,102684,PES-01941
crm,102685,PES-02584
crm,102686,PES-05547
loja,Loja Bairro#238,PES-00344
loja,Loja Centro#251,PES-01274
crm,102687,PES-01682
app,usr_5249e04c,PES-04471
app,usr_219c20c8,PES-05707
crm,102688,PES-02104
crm,102689,PES-00680
app,usr_ff66d620,PES-03519
crm,102690,PES-02528
app,usr_d15f77fc,PES-01136
app,usr_1e28f328,PES-02549
loja,Loja Shopping#238,PES-05141
crm,102691,PES-00169
app,usr_0b05b8c7,PES-02416
loja,Loja Bairro#239,PES-01425
crm,102692,PES-04285
app,usr_c10104fd,PES-00766
loja,Loja Bairro#240,PES-02767
loja,Loja Bairro#241,PES-00143
app,usr_69f42825,PES-05710
app,usr_d322c683,PES-04552
crm,102693,PES-03849
loja,Loja Centro#252,PES-02518
crm,102694,PES-00378
crm,102695,PES-04349
crm,102696,PES-02761
crm,102697,PES-05069
crm,102698,PES-04800
crm,102699,PES-05784
app,usr_1c96dce5,PES-00390
app,usr_a4cd6239,PES-03268
app,usr_5e344bd8,PES-04720
crm,102700,PES-02162
crm,102701,PES-01914
app,usr_4d23de66,PES-00171
app,usr_f20bb548,PES-00719
crm,102702,PES-05424
crm,102703,PES-03275
app,usr_61266319,PES-05863
loja,Loja Shopping#239,PES-02324
app,usr_0fa96956,PES-05352
crm,102704,PES-02634
crm,102705,PES-00211
crm,102706,PES-02442
crm,102707,PES-00766
loja,Loja Shopping#240,PES-01234
app,usr_0f134853,PES-04865
crm,102708,PES-00982
app,usr_3309b818,PES-02034
app,usr_dc40fd3e,PES-02960
crm,102709,PES-05151
app,usr_7d3f25c7,PES-04862
app,usr_466618bc,PES-00315
crm,102710,PES-05329
crm,102711,PES-03544
loja,Loja Centro#253,PES-05832
app,usr_842eb470,PES-00074
crm,102712,PES-01296
loja,Loja Shopping#241,PES-03291
app,usr_c9f97d7a,PES-02310
app,usr_7537e23e,PES-04428
app,usr_680f3484,PES-05803
app,usr_c760caa9,PES-04064
app,usr_583dac6c,PES-00565
crm,102713,PES-00685
crm,102714,PES-02926
crm,102715,PES-05587
crm,102716,PES-01813
crm,102717,PES-05966
crm,102718,PES-05190
crm,102719,PES-03991
app,usr_ba6c982c,PES-05835
app,usr_89d42839,PES-03822
crm,102720,PES-00431
loja,Loja Centro#254,PES-00935
app,usr_8efa8b20,PES-02624
loja,Loja Shopping#242,PES-00016
crm,102721,PES-05573
crm,102722,PES-05951
crm,102723,PES-01332
crm,102724,PES-05043
app,usr_4a6e949b,PES-03095
crm,102725,PES-00492
app,usr_900c80b7,PES-01946
loja,Loja Bairro#242,PES-02705
crm,102726,PES-05956
loja,Loja Centro#255,PES-01971
app,usr_423d7e14,PES-02845
app,usr_c645656c,PES-02677
crm,102727,PES-00828
crm,102728,PES-00130
crm,102729,PES-05279
app,usr_5d45599d,PES-00427
app,usr_ed77cd80,PES-04160
app,usr_9f522223,PES-01793
app,usr_256f6814,PES-01744
crm,102730,PES-04842
app,usr_59772c1e,PES-04781
app,usr_d3c1acbe,PES-02858
crm,102731,PES-05582
crm,102732,PES-02888
app,usr_e8e5ff53,PES-05208
app,usr_2833c90e,PES-05324
loja,Loja Bairro#243,PES-03452
app,usr_065ac6e1,PES-05104
crm,102733,PES-01325
crm,102734,PES-02071
crm,102735,PES-05078
crm,102736,PES-03921
crm,102737,PES-04281
loja,Loja Centro#256,PES-05740
loja,Loja Bairro#244,PES-00028
loja,Loja Centro#257,PES-00566
crm,102738,PES-03283
app,usr_dd3aeed9,PES-02145
loja,Loja Shopping#243,PES-04114
crm,102739,PES-04746
crm,102740,PES-04679
app,usr_dcfb52e3,PES-04445
app,usr_d064179b,PES-05158
app,usr_c2e6951e,PES-05912
crm,102741,PES-00362
crm,102742,PES-02395
app,usr_6cd26565,PES-02251
app,usr_ac687cfb,PES-01582
app,usr_c4641f57,PES-01841
app,usr_4be77e7b,PES-03036
crm,102743,PES-05397
crm,102744,PES-03134
app,usr_3a33848e,PES-03153
crm,102745,PES-02721
app,usr_15864695,PES-05157
crm,102746,PES-00616
app,usr_2739a346,PES-01729
crm,102747,PES-01372
loja,Loja Shopping#244,PES-03140
app,usr_d9b82d4c,PES-00386
crm,102748,PES-00087
crm,102749,PES-01003
app,usr_2c0294c0,PES-04245
loja,Loja Shopping#245,PES-03876
app,usr_06a3f363,PES-04623
crm,102750,PES-01212
crm,102751,PES-00830
crm,102752,PES-00808
crm,102753,PES-00161
loja,Loja Centro#258,PES-03884
crm,102754,PES-01337
crm,102755,PES-03774
loja,Loja Shopping#246,PES-00295
app,usr_55cb2605,PES-05930
app,usr_22fa8306,PES-00939
crm,102756,PES-03261
loja,Loja Shopping#247,PES-05852
crm,102757,PES-02225
crm,102758,PES-00567
app,usr_944ec472,PES-02262
app,usr_f884dccc,PES-03224
crm,102759,PES-02571
crm,102760,PES-01719
crm,102761,PES-01143
crm,102762,PES-01959
crm,102763,PES-00874
loja,Loja Shopping#248,PES-00511
crm,102764,PES-04708
crm,102765,PES-03203
loja,Loja Bairro#245,PES-00098
crm,102766,PES-05230
app,usr_81289f1d,PES-03337
crm,102767,PES-04918
app,usr_499deba9,PES-05116
crm,102768,PES-01537
crm,102769,PES-00315
crm,102770,PES-03318
app,usr_0d063be2,PES-04352
loja,Loja Bairro#246,PES-00349
loja,Loja Shopping#249,PES-03857
crm,102771,PES-02505
crm,102772,PES-00304
app,usr_f58a004d,PES-02224
app,usr_012cb569,PES-01253
loja,Loja Bairro#247,PES-00077
loja,Loja Bairro#248,PES-05841
app,usr_61827584,PES-02046
crm,102773,PES-05856
crm,102774,PES-04638
crm,102775,PES-05846
app,usr_a8f367d3,PES-00669
crm,102776,PES-05080
crm,102777,PES-01193
crm,102778,PES-01082
crm,102779,PES-03457
crm,102780,PES-01664
app,usr_69585e12,PES-03686
app,usr_ba8060c7,PES-05756
app,usr_9ef82e69,PES-02119
loja,Loja Shopping#250,PES-05532
app,usr_fdeed2e2,PES-00263
app,usr_dafe2d5a,PES-05787
loja,Loja Centro#259,PES-00148
crm,102781,PES-01498
loja,Loja Shopping#251,PES-03940
loja,Loja Centro#260,PES-03843
app,usr_28e957f9,PES-04736
app,usr_70438c31,PES-01488
app,usr_3935c4e1,PES-02539
crm,102782,PES-02421
crm,102783,PES-00291
crm,102784,PES-00201
app,usr_3d317991,PES-02437
crm,102785,PES-02782
crm,102786,PES-00591
crm,102787,PES-01467
crm,102788,PES-04009
loja,Loja Bairro#249,PES-00248
crm,102789,PES-04167
crm,102790,PES-05553
crm,102791,PES-03847
app,usr_37398a14,PES-05459
crm,102792,PES-04081
crm,102793,PES-00782
crm,102794,PES-04750
app,usr_a640c503,PES-05859
crm,102795,PES-02856
crm,102796,PES-03114
crm,102797,PES-01384
loja,Loja Shopping#252,PES-05254
crm,102798,PES-01120
crm,102799,PES-00537
crm,102800,PES-03090
loja,Loja Bairro#250,PES-04657
app,usr_5e4a04bc,PES-00262
crm,102801,PES-01645
crm,102802,PES-03397
crm,102803,PES-03266
crm,102804,PES-03535
crm,102805,PES-05273
loja,Loja Bairro#251,PES-04120
crm,102806,PES-04913
app,usr_e4812baa,PES-03011
crm,102807,PES-02286
app,usr_38d7d152,PES-00799
app,usr_3a77325b,PES-04538
crm,102808,PES-01303
crm,102809,PES-00433
crm,102810,PES-05288
crm,102811,PES-02955
crm,102812,PES-05708
crm,102813,PES-02196
app,usr_f258acb7,PES-01772
crm,102814,PES-00128
app,usr_4cfec3ba,PES-04715
crm,102815,PES-02671
crm,102816,PES-05836
app,usr_83dda260,PES-05809
crm,102817,PES-03307
crm,102818,PES-03329
app,usr_65b2a5be,PES-04568
app,usr_9f7bd17e,PES-02697
app,usr_03b35c47,PES-01058
app,usr_66e258b1,PES-05321
loja,Loja Shopping#253,PES-05246
app,usr_7f755f14,PES-00088
app,usr_f2a170b4,PES-02593
crm,102819,PES-02303
app,usr_2822ae71,PES-05974
crm,102820,PES-01093
crm,102821,PES-01022
app,usr_def8237a,PES-04811
crm,102822,PES-01379
app,usr_d0824dcb,PES-02194
crm,102823,PES-03572
crm,102824,PES-04743
crm,102825,PES-01657
crm,102826,PES-03554
crm,102827,PES-04393
crm,102828,PES-00968
loja,Loja Shopping#254,PES-03775
loja,Loja Shopping#255,PES-00967
app,usr_60335887,PES-03414
crm,102829,PES-02957
crm,102830,PES-02999
crm,102831,PES-01874
crm,102832,PES-04284
crm,102833,PES-05341
loja,Loja Shopping#256,PES-03098
crm,102834,PES-01255
loja,Loja Bairro#252,PES-04775
loja,Loja Bairro#253,PES-04486
crm,102835,PES-04525
app,usr_42a67fe4,PES-03381
app,usr_acb17dbc,PES-04677
app,usr_2c5dd7fd,PES-04951
crm,102836,PES-00635
crm,102837,PES-03768
crm,102838,PES-04138
app,usr_20964394,PES-01876
app,usr_ae2099be,PES-04828
app,usr_ee013d97,PES-01325
loja,Loja Bairro#254,PES-03630
crm,102839,PES-05313
crm,102840,PES-00629
loja,Loja Centro#261,PES-04012
app,usr_83e3e183,PES-02644
crm,102841,PES-02985
crm,102842,PES-05417
crm,102843,PES-02049
crm,102844,PES-03995
app,usr_751194a4,PES-01079
crm,102845,PES-03027
crm,102846,PES-01707
crm,102847,PES-00607
